Timestamp,ClosePrice
2025-01-17 16:10:00,426.65
2025-01-17 16:15:00,426.6
2025-01-17 16:20:00,426.8798
2025-01-17 16:25:00,427.47
2025-01-17 16:30:00,427.715
2025-01-17 16:35:00,427.68
2025-01-17 16:40:00,427.25
2025-01-17 16:45:00,427.55
2025-01-17 16:50:00,427.46
2025-01-17 16:55:00,427.4708
2025-01-17 17:00:00,427.541
2025-01-17 17:05:00,427.43
2025-01-17 17:10:00,427.56
2025-01-17 17:15:00,427.5485
2025-01-17 17:20:00,427.77
2025-01-17 17:25:00,428.8025
2025-01-17 17:30:00,428.79
2025-01-17 17:35:00,428.558
2025-01-17 17:40:00,428.65
2025-01-17 17:45:00,428.58
2025-01-17 17:50:00,428.4999
2025-01-17 17:55:00,428.65
2025-01-17 18:00:00,428.94
2025-01-17 18:05:00,429.1643
2025-01-17 18:10:00,429.48
2025-01-17 18:15:00,429.56
2025-01-17 18:20:00,429.775
2025-01-17 18:25:00,429.79
2025-01-17 18:30:00,429.34
2025-01-17 18:35:00,429.6
2025-01-17 18:40:00,429.45
2025-01-17 18:45:00,428.99
2025-01-17 18:50:00,427.8
2025-01-17 18:55:00,427.8
2025-01-17 19:00:00,428.35
2025-01-17 19:05:00,428.2
2025-01-17 19:10:00,428.15
2025-01-17 19:15:00,428.085
2025-01-17 19:20:00,428.12
2025-01-17 19:25:00,428.388
2025-01-17 19:30:00,428.37
2025-01-17 19:35:00,428.57
2025-01-17 19:40:00,428.64
2025-01-17 19:45:00,428.275
2025-01-17 19:50:00,428.67
2025-01-17 19:55:00,428.46
2025-01-17 19:59:59,428.55
